Dataset,Camera,Category,Author,Organisation/Project,Source,Dataset link,Images,Size in GB (est.),Ground Truth,License,License link,SampleImage,Image Format,DOI,Masks,Description
Gymnopleurus krugeri ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/142/Gymnopleurus/krugeri,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Gymnopleurus virens ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/143/Gymnopleurus/virens,,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Gymnopleurus sericeifrons ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/144/Gymnopleurus/sericeifrons,,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Gymnopleurus sericeifrons ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/147/Gymnopleurus/sericeifrons,,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Gymnopleurus sericeifrons ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/146/Gymnopleurus/sericeifrons,,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Indeterminate ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/145/Indeterminate/Indeterminate,,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Acanthopleura goedli ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/150/Acanthopleura/goedli,,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Acanthopleura ravus ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/151/Acanthopleura/ravus,,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Indeterminate ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/152/Indeterminate/Indeterminate,,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Indeterminate ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/153/Indeterminate/Indeterminate,64,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Indeterminate ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/155/Indeterminate/Indeterminate,48,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Cephalochrysis ehrenbergi ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/128/Cephalochrysis/ehrenbergi,360,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Garreta azureus,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/129/Garreta/azureus,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Gymnopleurus splendens,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/130/Gymnopleurus/splendens,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Garreta azureus ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/132/Garreta/azureus,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Indeterminate ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/136/Indeterminate/Indeterminate,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Indeterminate ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/135/Indeterminate/Indeterminate,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Indeterminate ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/134/Indeterminate/Indeterminate,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Indeterminate ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/133/Indeterminate/Indeterminate,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Doryctes pomarius ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/137/Doryctes/pomarius,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Doryctes fulviceps ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/138/Doryctes/fulviceps,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Doryctes deuticoxa ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/139/Doryctes/deuticoxa,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Gymnopleurus laeviusculus ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/140/Gymnopleurus/laeviusculus,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Pancala gemmata var. viridescens ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/113/Pancala/gemmata%20var.%20viridescens,100,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Chrysis marqueti ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/116/Chrysis/marqueti,100,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Chrysis marqueti ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/115/Chrysis/marqueti,100,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Zethus indicus ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/119/Zethus/indicus,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Garreta azureus ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/125/Garreta/azureus,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Garreta azureus ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/126/Garreta/azureus,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
 Garreta azureus,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/127/Garreta/azureus,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Paraponera clavata ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/100/Paraponera/clavata,120,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Canthon auricollis ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/79/Canthon/auricollis,10,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Onthophagus elegans ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/63/Onthophagus/elegans,144,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Polyommatus spec ,Canon 6D 70mm F2.8 EX DG Macro ?,Insects,"Joachim Willers, Museum für Naturkunde Berlin",Museum für Naturkunde Berlin ,http://www.zoosphere.net,http://www.zoosphere.net/sequence/9/Polyommatus/spec,150,,,Creative Commons Zero (CC0),http://creativecommons.org/publicdomain/zero/1.0/deed.en,,JPG,,No,
Mana Beach ,,,,,http://www.realityvirtual.co/,http://www.realityvirtual.co/data_set_mana_beach,,50,,Creative Commons Attribution-NonCommercial (CC BY-NC),https://creativecommons.org/licenses/by-nc/4.0/legalcode,,?,,,A combo of ground and drone footage makes up this 50gig scan. 
Wallace Homestead,,,,,http://www.realityvirtual.co/,http://www.realityvirtual.co/data_set_wallace,,50,,Creative Commons Attribution-NonCommercial (CC BY-NC),https://creativecommons.org/licenses/by-nc/4.0/legalcode,,?,,,"50 gig interior dataset at the Pah Homestead, home of the Sir James Wallace  "
St Mathews Cathederal ,,,,,http://www.realityvirtual.co/,http://www.realityvirtual.co/data_set_st_mat,7500,250,,Creative Commons Attribution-NonCommercial (CC BY-NC),https://creativecommons.org/licenses/by-nc/4.0/legalcode,,?,,,including interior drone footage. 
Crystal Palace Projection Booth ,,,,,http://www.realityvirtual.co/,,,50,,Creative Commons Attribution-NonCommercial (CC BY-NC),https://creativecommons.org/licenses/by-nc/4.0/legalcode,,?,,,"50 gig data set of a historic projection booth in @ the Crystal Palace in Auckland, New Zealand. "
60 scenes ,,,,Technical University of Denmark (DTU).,http://roboimagedata.compute.dtu.dk/?page_id=24,,135660,500,,?,?,,,,,"The data set consists of 60 scenes acquired from 119 positions, and from each position the scene is illuminated by 19 white LED’s "
Doll,,Object,,Agisoft,https://www.agisoft.com/downloads/sample-data/,,,61,,,,,,,,
Monument ,,Building,,Agisoft,https://www.agisoft.com/downloads/sample-data/,,,32,,,,,,,,
Spherical panorama ,,,,Agisoft,https://www.agisoft.com/downloads/sample-data/,,,73,,,,,,,,
Shoe Coded targets,,Object,,Agisoft,https://www.agisoft.com/downloads/sample-data/,,,6,,,,,,,,
Building,,Building,,Agisoft,https://www.agisoft.com/downloads/sample-data/,,,50,,,,,,,,
Dante statue in Piazza dei Signori in Verona ,,,,"Zephyr, Picelli-Tacconi studio",https://www.3dflow.net/3df-zephyr-reconstruction-showcase/,,,102,,,,,,,,Dataset courtesy of Picelli-Tacconi studio 
Duomo of Pisa Dataset,,,,"Zephyr, courtesy of Visual Computing Lab ",https://www.3dflow.net/3df-zephyr-reconstruction-showcase/,,,,,,,,,,,Duomo of Pisa Dataset courtesy of Visual Computing Lab 
Cherub Statue ,,,,,https://www.3dflow.net/3df-zephyr-reconstruction-showcase/,,,,,,,,,,,
body scan Dataset ,,,,,https://www.3dflow.net/3df-zephyr-reconstruction-showcase/,,,,,,,,,,,Raspberry Pi body scan Dataset courtesy of pi3dscan 
Enzo Ferrari,,,,,https://www.3dflow.net/3df-zephyr-reconstruction-showcase/,,,,,,,,,,,"Aerial survey ""Enzo Ferrari"" dept. of the Università di studi di Modena e Reggio Emilia"
Silhouette,,,,,https://www.3dflow.net/3df-zephyr-reconstruction-showcase/,,,,,,,,,,,Shape from Silhouette
Skeleton excavation,,,,,https://www.3dflow.net/3df-zephyr-reconstruction-showcase/,,,,,,,,,,,Skeleton excavation Civic Museum of Rovereto.
HESPER shipwreck,,,,,https://www.3dflow.net/3df-zephyr-reconstruction-showcase/,,,,,,,,,,,"HESPER shipwreck orthophoto Dataset courtesy of Jerry Eliason, Great Lakes Shipwreck Preservation Society"
Zeche Zollern UAV,,,,,https://www.3dflow.net/3df-zephyr-reconstruction-showcase/,,,,,,,,,,,"Zeche Zollern UAV datasets by ISPRS and EuroSDR, released in conjuction with the ISPRS scientific initiative 2014 and 2015, lead by ISPRS ICWG I/Vb"
Family,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Francis,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Horse,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Lighthouse,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
M60,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Panther,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Playground,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Train,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Auditorium,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Ballroom,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Courtroom,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Museum,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Palace,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Temple,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Barn,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Caterpillar,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Church,,,,,https://www.tanksandtemples.org/download/ ,,,,,,,,,,,
Courthouse,,,,,https://www.tanksandtemples.org/download/ ,,,"1,1",,,,,,,,
Ignatius,,,,,https://www.tanksandtemples.org/download/ ,,,"0,435",,,,,,,,
Meeting room,,,,,https://www.tanksandtemples.org/download/ ,,,"0,397",,,,,,,,
Truck,,,,,https://www.tanksandtemples.org/download/ ,,,"0,363",,,,,,,,
Room Synthetic 3d Dataset,,,,Imperial College London,https://www.doc.ic.ac.uk/~ahanda/VaFRIC/iclnuim.html,,,4,,,,,,,,Living room has 3D surface ground truth together with the depth-maps as well as camera poses and as a result pefectly suits not just for bechmarking camera trajectory but also reconstruction 
Living Room 1 ,,,,,http://redwood-data.org/indoor/dataset.html,,,"0,24",,,,,,,,synthetic models of indoor scenes 
Living Room 2 ,,,,,http://redwood-data.org/indoor/dataset.html,,,"0,19",,,,,,,,synthetic models of indoor scenes 
Office 1 ,,,,,http://redwood-data.org/indoor/dataset.html,,,"0,238",,,,,,,,synthetic models of indoor scenes 
Office 2 ,,,,,http://redwood-data.org/indoor/dataset.html,,,"0,232",,,,,,,,synthetic models of indoor scenes 
Temple of the Dioskouroi,,,,,http://vision.middlebury.edu/mview/data/,,77,,Yes,,,,,,,
Dino,,,,,http://vision.middlebury.edu/mview/data/,,,,,,,,,,,
ET,,,Bundler,,https://github.com/snavely/bundler_sfm/tree/master/examples,https://github.com/snavely/bundler_sfm/tree/master/examples/ET,9,,,,,,,,,
Kermit,,,Bundler,,https://github.com/snavely/bundler_sfm/tree/master/examples,https://github.com/snavely/bundler_sfm/tree/master/examples/kermit,11,,,,,,,,,
Drone-based photogrammetric survey raw data,,,"Unnithan, Vikram Jacobs University Bremen ; Rossi. Angelo Pio; Jaehrig, Tim",,https://zenodo.org/record/1095400,,230,"1,3",,Creative Commons Attribution 4.0 International,http://creativecommons.org/licenses/by/4.0/legalcode,,,,,Drone-based photogrammetric survey data from ESA PANGAEA-X 2017 planetary analogue campaign 
Time lapse imagery at Finse,,," Filhol, Simon; Perret, Alexis; Girod, Luc; Schuler, Thomas V.; Burkhart, John F.",,https://zenodo.org/record/1745680,,,,,MIT License,http://www.opensource.org/licenses/MIT,,,,,"Time lapse imagery at Finse, Norway, during snowmelt season 2018"
Crocodile tracks and trackways,,,"Falkingham, Peter L.Liverpool John Moores University; Milan, Jesper",,https://zenodo.org/record/31711,,,,,,,,,,,"Alligator sinensis | (Chinese Alligator) | 15-20 kg, 160 cm Caiman crocodylus | (Spectacled caiman) | 12 kg, 130 cm Caiman latirostris | (Broad-nosed caiman) | 13 kg, 135 cm (pregnant) Caiman latirostris II | (Broad-nosed caiman) | 1.5 kg, 70 cm Crocodylus cataphractus | (Slender-snouted crocodile) | 7 kg, 149 cm Crocodylus johnsoni | (Fresh water crocodile) | 5 kg, 112 cm Crocodylus johnsoni II | (Fresh water crocodile) | 25 kg, 90 cm Crocodylus novaeguineae | (New Guinea crocodile) | 15 kg, 175 cm Crocodylus rhombifer | (Cuban crocodile) | 2 kg, 80 cm Crocodylus siamensis | (Siamese crocodile) | 10 kg, 140 cm Gavialis gagesticus | (Gharial) | 40 kg, 225 cm Osteolaemus tatraspis | (Dwarf crocodile) | 2 kg, 79 cm Paleosuchus palpebrosus | (Dwarf caiman) | 15 kg, 140 cm Paleosuchus palpebrosus II | (Dwarf caiman) | 0.5 kg, 50 cm Tomistoma schlegelii (1x Manus, 2 x Pes) | (False gharial) | 270 cm "
Gornergletscher - Swiss Alps,,, Benoit Lionel University of Lausanne ; G. Aurélie; V. Raphaël; I. Inigo; G. Mathieu; L. Benjamin; P. Gunther; G. Dominik; H. Frederic; M. Gregoire,,https://zenodo.org/record/2630456,,,,,Creative Commons Attribution 4.0 International,http://creativecommons.org/licenses/by/4.0/legalcode,,,,,A high-frequency and high-resolution image time series of the Gornergletscher - Swiss Alps - derived from repeated UAV surveys
Dalibor Castle in Prague and a model figure of a werewolf ,,,,,https://zenodo.org/record/1458271,,,,,Creative Commons Attribution Share Alike 4.0 International,http://creativecommons.org/licenses/by-sa/4.0/legalcode,,,,,"Two datasets for the investigation of multi-body problems in 3D reconstruction, showing a model of the Dalibor Castle in Prague and a model figure of a werewolf respectively. The objects are well-textured and moving in a well-textured space."
sofa corner ,,,,,https://zenodo.org/record/2553399,,,"0,3",Yes,,,,,,,This data set provides photographs and a continuous LIDAR scan (using the Velodyne VLP-16) of a sofa corner at Simula Research Laboratory that were created for the BUISAR project funded by the researcher council of Norway (project number 270951). A  3D reconstruction of the sofa corner was created using Meshroom (http://github.com/alicevision/meshroom) with support from the LADIO project. 
Stockholm ,,,,,https://zenodo.org/record/1434828,,,"0,3",Yes,,,,MOV,,,Shots against reflective building with lidar. Other kinds of movie-like shots to test reconstruction algorithms.
Oslo Plaza ,,,"Vrba, Stian Z.Quine AS; Skarseth, Kristian; Groven, Gunleik",,https://zenodo.org/record/1434808,,,"0,3",Yes,Creative Commons Attribution 4.0 International,http://creativecommons.org/licenses/by/4.0/legalcode,,MOV,,,"Data set for reconstruction from Oslo Plaza. Reflective surfaces, erratic camera movements. Includes shots with Theta 360 camera "
AvignonHotelDesMonnaies,Canon EOS 5D Mark II,Building,Romuald Perrot rperrot,,https://github.com/rperrot/ReconstructionDataSet,https://github.com/rperrot/ReconstructionDataSet/tree/master/AvignonHotelDesMonnaies,11,"0,176",no,Attribution-NonCommercial 3.0 Unported,https://github.com/rperrot/ReconstructionDataSet/blob/master/LICENSE,https://github.com/rperrot/ReconstructionDataSet/blob/master/AvignonHotelDesMonnaies/DPP_0001.JPG,JPG,,,Hotel des Monnaies facade building in Avignon (France)
,,,,,,,,,,,,,,,,
Bimaristan Nur al-Din Photogrammetry Dataset ,,Heritage,Directorate-General of Antiquities and Museums (Syria),Data collected under the auspices of the Directorate-General of Antiquities and Museums Syria ,https://dataverse.scholarsportal.info/dataset.xhtml?persistentId=doi:10.5683/SP2/RH85N5,https://dataverse.scholarsportal.info/dataset.xhtml?persistentId=doi:10.5683/SP2/RH85N5,,16,"no, but maps",?,?,?,CR2,10.5683/SP2/RH85N5 ,no,"The Bimaristan Nur al-Din (large medieval bimaristan (""hospital"") in Damascus, Syria)  Photogrammetry Dataset includes scan maps and Raw scans compressed in RAR format. * Note: All 'CR2_part#' must be downloaded and saved in order for complete inventory of photos to open. (2018-08-01) "
Hammam Nur al-Din Photogrammetry Dataset ,,Heritage,Directorate-General of Antiquities and Museums (Syria) ,Data collected under the auspices of the Directorate-General of Antiquities and Museums Syria ,https://dataverse.scholarsportal.info/dataset.xhtml?persistentId=doi:10.5683/SP2/K4W50L,https://dataverse.scholarsportal.info/dataset.xhtml?persistentId=doi:10.5683/SP2/K4W50L,,19,"no, but maps",?,?,?,CR2,10.5683/SP2/K4W50L ,no,The Hammam Nur al-Din Photogrammetry Dataset includes scan maps and Raw scans compressed in RAR format. * Note: All 'CR2_part#' must be downloaded and saved in order for complete inventory of photos open. (2018-08-01) 
Avenches (France) data set ,,Aerial,,,https://www.isprs.org/data/avenches/default.aspx,https://www.isprs.org/data/avenches/TAR/dataset.tar.gz,,"0,085",,,,https://www.isprs.org/data/avenches/images/5873_1b.gif,,,,"High resolution, large-scale colour aerial images RGB images, image scale 1:5,000, images scanned with a geometrically precise photogrammetric scanner with 15 microns pixel size. Four images, forming a 2 x 2 block, with 60% forward and sidewards overlap were used. To reduce the amount of data only two image subsets (an industrial and a residential area) will be distributed. These areas are 1800 x 1800 pixels and are imaged in all 4 aerial images."
Industrial Estate,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,https://www.sensefly.com/education/datasets/?dataset=6069,277,,,,,,,,,This dataset of a light industrial estate in Switzerland was collected by an eBee X fixed-wing drone carrying a senseFly Duet T thermal mapping camera. The images were processed using Pix4D software. The point cloud and DSM outputs are based on the camera's RGB images. The thermal data meanwhile were projected to generate the thermal 3D mesh and temperature index map. 277 RGB + 277 thermal images
Mixed-Use Fields,MicaSense RedEdge-MX multispectral camera,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,https://www.sensefly.com/education/datasets/?dataset=5632,12740,,,,,,,,,"This dataset of mixed-use agricultural fields was collected in Assens, Switzerland during winter 2018/2019. The 220 ha (544ac) site was mapped with a single 75-minute senseFly eBee X drone flight (with the platform's Endurance Extension activated) and the drone was carrying a MicaSense RedEdge-MX multispectral camera. "
Thammasat University campus in Bangkok,senseFly Aeria X ,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,https://www.sensefly.com/education/datasets/?dataset=5580,443,,,,,https://www.sensefly.com/app/uploads/2019/02/thamasat.jpg,,,,"This dataset of Thammasat University campus in Bangkok, Thailand was collected by a senseFly eBee X drone carrying a senseFly Aeria X photogrammetry camera. "
Gravel Quarry,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,https://www.sensefly.com/education/datasets/?dataset=5577,136,,,,,,,,,"This gravel quarry in Johnson, Vermont (USA) was surveyed with an eBee X drone carrying a senseFly Aeria X camera. The flight height was planned at 122 m (400ft) AED at an estimated GSD of 2.54cm/pix (1 inch). However, because of the depth of the quarry, the final GSD was 3.59 cm (1.41 in)/pixel."
Wheat Field,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,https://www.sensefly.com/education/datasets/?dataset=5538,1788,,,,,https://www.sensefly.com/app/uploads/2019/02/NDVI-screen.jpg,,,,"This wheat field in Rostock, Germany was mapped using an eBee SQ agriculture drone, which carries a Parrot Sequoia+ camera. The flight's multispectral images were processed to create the NDVI and cloud dataset below using Pix4Dfields software. This dataset is courtesy of Pix4D."
Dam Inspection,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,https://www.sensefly.com/education/datasets/?dataset=5258,310,,,,,,,,,"The gravity dam in Salanfe, Switzerland has a storage capacity of 40 million cubic metres. It is 52m high, 40 m wide at the base, with a 608 m top length. This dataset was collected with an eBee X carrying a senseFly S.O.D.A. 3D camera."
Hotel Modelling,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
Technology Park,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
Industrial Estate,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
Old Lighthouse,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
New Road Corridor,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
The Great Aletsch Glacier,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
Bridge Pillar,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
GSM tower,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
Industrial Estate,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
